都道府県名,団体名拠点名,〒,住所
神奈川県,"認定こども園
やつはしキッズ
八ッ橋幼稚園",241-0825,横浜市旭区中希望が丘196
神奈川県,左近山保育園,241-0831,横浜市旭区左近山1997
神奈川県,大和市こどもーる鶴間,242-0001,大和市下鶴間1-2-1 ｲｵﾝﾓｰﾙ大和4階
神奈川県,大和市こどもーる中央林間,242-0007,大和市中央林間1-3-1 市民交流拠点ﾎﾟﾗﾘｽ内
神奈川県,大和市子育て支援センター,242-0022,大和市柳橋2-11 大和市まごころ地域福祉ｾﾝﾀｰ2階
神奈川県,大和市こどもーる高座渋谷,242-8610,大和市下和田1216-1 ｲｵﾝ大和店3階ﾓｰﾘｰﾌｧﾝﾀｼﾞｰ内｢わいわいぱｰく｣
神奈川県,厚木市子育て支援センターもみじの手,243-0018,厚木市中町2-12-15  ｱﾐｭｰあつぎ8階
神奈川県,ほっとれもんてぃ,243-0032,厚木市恩名1-10-38 あゆのこ保育園内
神奈川県,愛川町子育て支援センター,243-0301,愛甲郡愛川町角田257-1 愛川福祉ｾﾝﾀｰ3階
神奈川県,海老名市子育て支援センター,243-0422,海老名市中新田377 海老名市保健相談ｾﾝﾀｰ3階
神奈川県,ゆうゆうひろば,244-0002,横浜市戸塚区矢部町1252-12-105
神奈川県,川上保育園,244-0805,横浜市戸塚区川上町4-9
神奈川県,緑園なえば保育園,245-0002,横浜市泉区緑園4-4
神奈川県,和泉保育園,245-0016,横浜市泉区和泉町5731-6
神奈川県,おやこの広場 ぽっぽの家,245-0021,横浜市泉区下和泉1-10-33
神奈川県,レインボー保育園,245-0053,横浜市戸塚区上矢部町2030-4
神奈川県,中屋敷保育園,246-0004,横浜市瀬谷区中屋敷2-29-2
神奈川県,ひろばネスト,246-0022,横浜市瀬谷区三ﾂ境23-8
神奈川県,つどいの広場 「ほっとスペース」,246-0022,横浜市瀬谷区三ﾂ境88-5 まこと幼稚園内
神奈川県,やまゆり保育園,247-0000,横浜市栄区鍛冶ヶ谷町323
神奈川県,桂台保育園,247-0034,横浜市栄区桂台中4ｰ15
神奈川県,大船子育て支援センター,247-0056,鎌倉市大船2135 小坂こども会館1F
神奈川県,深沢子育て支援センター,247-0063,鎌倉市梶原2-33-2 深沢こどもｾﾝﾀｰ3階
神奈川県,鎌倉市鎌倉子育て支援センター,248-0014,鎌倉市由比ｶﾞ浜3-11-48 由比ｶﾞ浜こどもｾﾝﾀｰ1階
神奈川県,七里が浜子ども会館つどいの広場,248-0025,鎌倉市七里ｶﾞ浜東5-3-3
神奈川県,腰越行政センターつどいの広場,248-0033,鎌倉市腰越864
神奈川県,逗子市子育て支援センター,249-0005,逗子市桜山1-5-42
神奈川県,子育て支援センター,250-0105,南足柄市関本５６９番地ヴェルミ２ ３階
神奈川県,箱根町子育て支援センター,250-0631,足柄下郡箱根町仙石原981 仙石原幼稚園･保育園内
神奈川県,小田原市マロニエ子育て支援センター,250-0872,小田原市中里273-6
神奈川県,藤沢子育て支援センター,251-0025,藤沢市鵠沼石上1-11-5 藤沢保育園内
神奈川県,鵠沼つどいの広場,251-0037,藤沢市鵠沼海岸2-10-34
神奈川県,辻堂子育て支援センター,251-0041,藤沢市辻堂神台1-3-39 ﾀｶｷﾞﾋﾞﾙ2階
神奈川県,座間市子育て支援センター,252-0004,座間市東原2-8-1ｻﾝﾎｰﾌﾟ2階
神奈川県,湘南台子育て支援センター,252-0804,藤沢市湘南台1-8 湘南台文化ｾﾝﾀｰ地下1階 
神奈川県,綾瀬市子育て支援センター,252-1114,綾瀬市上土棚南1-4-17 綾瀬保育園内
神奈川県,浜竹子育て支援センターのびのび,253-0021,茅ヶ崎市浜竹3-1-14
神奈川県,茅ヶ崎駅北口子育て支援センター,253-0044,茅ヶ崎市新栄町13-44 さがみ農協ﾋﾞﾙ3階
神奈川県,茅ヶ崎駅南口子育て支援センター,253-0056,茅ヶ崎市共恵一丁目1番5号 永島ﾋﾞﾙ2階
神奈川県,香川駅前子育て支援センター,253-0082,茅ヶ崎市香川5-3-17 2階
神奈川県,寒川町子育て支援センター,253-0105,高座郡寒川町岡田7-3-3 こすもすの郷3階
神奈川県,つどいの広場きりんのおうち,254-0014,平塚市四之宮2-18-26 ﾏｯｸｽﾊﾞﾘｭ平塚四之宮店2階
神奈川県,平塚市子育て支援センター,254-0084,平塚市南豊田381豊田分庁舎内
神奈川県,つどいの広場どれみ,254-0906,平塚市公所868 西部福祉会館1階
神奈川県,ぽけっと21すえひろ,257-0037,秦野市末広町6-35 市立すえひろこども園2階
神奈川県,つどいの広場ぽけっと21こども館,257-0042,秦野市寿町3-12 市立はだのこども館2階
神奈川県,大井町子育て支援センター,258-0019,足柄上郡大井町金子2833 大井町ふれあい館1階
神奈川県,開成町駅前子育て支援センターあじさいっこ,258-0021,足柄上郡開成町吉田島4319-1 小田急開成駅前ﾋﾞﾙ3階
神奈川県,開成町子育て支援センター,258-0025,足柄上郡開成町円通寺55-1 酒田保育園内
神奈川県,山北町子育て支援センター,258-0113,足柄上郡山北町山北1971-2 健康福祉ｾﾝﾀｰ2階
神奈川県,大磯町横溝千鶴子記念子育て支援総合センター,259-0112,中郡大磯町国府新宿131
神奈川県,二宮町栄通り子育てサロン,259-0123,中郡二宮町二宮832-17
神奈川県,中井町子育て支援センター,259-0153,足柄上郡中井町比奈窪137-2
神奈川県,湯河原町子育て支援センターゆたぽん,259-0301,足柄下郡湯河原町中央2-16-1
神奈川県,つどいの広場・石田西集会所,259-1116,伊勢原市田中323 伊勢原市役所分室1階　つどいの広場・石田西集会所
神奈川県,大田公民館「子育て広場」,259-1123,伊勢原市田中323 伊勢原市役所分室1階　大田公民館「子育て広場」
神奈川県,南公民館「子育て広場」,259-1133,伊勢原市田中323 伊勢原市役所分室1階　南公民館「子育て広場」
神奈川県,伊勢原市子育て支援センター（比々多保育園「つどいの広場」）,259-1142,伊勢原市田中323 伊勢原市役所分室1階　伊勢原市子育て支援センター（比々多保育園「つどいの広場」）
神奈川県,伊勢原市子育て支援センター（成瀬公民館「子育て広場」）,259-1142,伊勢原市田中323 伊勢原市役所分室1階　伊勢原市子育て支援センター（成瀬公民館「子育て広場」）
神奈川県,板戸児童館「子育て広場」,259-1145,伊勢原市田中323 伊勢原市役所分室1階　板戸児童館「子育て広場」
神奈川県,ぽけっと21にし,259-1317,秦野市並木町8-1 秦野市立西幼稚園内
神奈川県,つどいの広場ぽけっと21しぶさわ,259-1326,秦野市渋沢上1-12-2 市立しぶさわ幼稚園2階
新潟県,"黒条保育園
地域子育て支援センター",940-0007,長岡市黒津町377
新潟県,"東部第二保育園
地域子育て支援センター",940-0043,長岡市土合5-2-4
新潟県,"東部どんぐり保育園
地域子育て支援センター",940-0046,長岡市四郎丸2-3-25
新潟県,"なごみ保育園
地域子育て支援センター",940-0053,長岡市長町2-550-1
新潟県,子育ての駅ちびっこ広場,940-0062,長岡市大手通2-5ﾌｪﾆｯｸｽ大手ｳｴｽﾄ2階､3階
新潟県,"子育ての駅
ながおか市民防災センター",940-0082,長岡市千歳1-3-85
新潟県,"長生保育園
地域子育て支援センター",940-0086,長岡市西千手3-116-3
新潟県,"みどり保育園
地域子育て支援センター",940-0115,長岡市下樫出653-1
新潟県,"芳香稚草園
地域子育て支援センター",940-0205,長岡市栄町3-4-7
新潟県,子育ての駅とちお,940-0233,長岡市栃尾宮沢1765
新潟県,"いなば保育園
地域子育て支援センター",940-0872,長岡市稲葉町793-1
新潟県,"新保保育園
地域子育て支援センター",940-0875,長岡市新保4-6-14
新潟県,"摂田屋保育園
地域子育て支援センター",940-1105,長岡市摂田屋1-1524-3
新潟県,"宮内中央保育園
地域子育て支援センター",940-1106,長岡市宮内3-10-13
新潟県,"石坂保育園
地域子育て支援センター",940-1115,長岡市村松町2467-3
新潟県,"岡南保育園
地域子育て支援センター",940-1138,長岡市滝谷町1701-2
新潟県,"前川保育園
地域子育て支援センター",940-1147,長岡市前島町211
新潟県,"こどもけやき苑
地域子育て支援センター",940-2002,長岡市槇山町1593-1
新潟県,"あすなろ保育園
地域子育て支援センター",940-2013,長岡市下柳2-7-7
新潟県,"恵和保育園
地域子育て支援センター",940-2023,長岡市蓮潟町312
新潟県,"上除保育園
地域子育て支援センター",940-2033,長岡市上除町3638-1
新潟県,"関原保育園
地域子育て支援センター",940-2035,長岡市関原町3甲-486-1
新潟県,子育ての駅千秋,940-2108,長岡市千秋1-99-6
新潟県,"大島保育園
地域子育て支援センター",940-2112,長岡市大島本町2-10-28
新潟県,"希望が丘保育園
地域子育て支援センター",940-2124,長岡市希望が丘3-12-2
新潟県,子育ての駅みしま,940-2314,長岡市上岩井6826
新潟県,子育ての駅よいた,940-2402,長岡市与板町与板甲95
新潟県,"下川西保育園
地域子育て支援センター",940-2475,長岡市花井町1081-4
新潟県,子育ての駅てらどまり,940-2502,長岡市寺泊敦ヶ曽根671
新潟県,"糸魚川東部
子育て支援センター",941-0023,糸魚川市上覚33
新潟県,"糸魚川
子育て支援センター",941-0064,糸魚川市上刈1-14-1
新潟県,"たちばな
カンガルー子育てひろば",942-0001,上越市中央1-14-31
新潟県,やちほ子育てひろば,942-0021,上越市上荒浜41-1
新潟県,ミルフィーユ子育てひろば,942-0063,上越市下門前1817
新潟県,聖母子育てひろば,942-0081,上越市五智1-5-10
新潟県,うらがわら子育てひろば,942-0314,上越市浦川原区顕聖寺767
新潟県,"松之山子育て
支援センターにこにこ",942-1406,十日町市松之山1157-8
新潟県,"松代子育て
支援センターすくすく",942-1526,十日町市松代3526-10
新潟県,なかよし子育てひろば,943-0154,上越市稲田3-6-6
新潟県,富岡子育てひろば,943-0173,上越市富岡230(富岡児童館内)
新潟県,さんわ子育てひろば,943-0317,上越市三和区浮島57
新潟県,きよさと子育てひろば,943-0507,上越市清里区岡嶺新田57
新潟県,高志子育てひろば,943-0805,上越市木田3-4-8(高志児童館内)
新潟県,春日子育てひろば,943-0807,上越市春日山町1-3-23
新潟県,マリア子育てひろば,943-0834,上越市西城町2-3-12
新潟県,城西子育てひろば,943-0884,上越市上中田1134-7
新潟県,高田大谷子育てひろば,943-0892,上越市寺町2-24-4
新潟県,ほたる子育てひろば,943-0896,上越市飯1955
新潟県,新井中央子育て広場,944-0045,妙高市中町4-6(いきいきﾌﾟﾗｻﾞ内)
新潟県,いたくら子育てひろば,944-0131,上越市板倉区針668-3
新潟県,"松波保育園
かんがるうのおへや",945-0011,柏崎市松波4丁目1-83
新潟県,"比角保育園
すまいるキッズひすみ",945-0047,柏崎市比角2-10-15
新潟県,元気館子育て支援センター,945-0061,柏崎市栄町18-26
新潟県,"柏崎保育園
おひさまルーム",945-0065,柏崎市学校町1-7
新潟県,北鯖石保育園バンビちゃんルーム,945-0113,柏崎市中田2295-1
新潟県,"刈羽村
子育て支援センター",945-0308,刈羽村大字割町新田180-1(刈羽村農村環境改善ｾﾝﾀｰ内)
新潟県,"半田保育園
ほんわかルーム",945-0815,柏崎市希望が丘3-19
新潟県,"西部保育園
どんぐりルーム",945-0853,柏崎市番神2丁目10-58
新潟県,魚沼市子育て支援センター,946-0011,魚沼市小出島900-4
新潟県,すもんこども園,946-0216,魚沼市須原4403番地
新潟県,十日町市子育て支援センターくるる,948-0082,本町2丁目4番地1(ｱｯﾌﾟﾙとおかまち1階)
新潟県,"川西子育て
支援センターえくぼ",948-0122,十日町市上野乙166
新潟県,青海子育て支援センター,949-0303,糸魚川市田海605
新潟県,能生子育て支援センター,949-1352,糸魚川市能生1180-2
新潟県,たちばな子育てひろば,949-1602,上越市名立区名立大町270
新潟県,たにはま子育てひろば,949-1702,上越市有間川424-1
新潟県,中郷子育てひろば,949-2306,上越市中郷区八斗蒔178-2
新潟県,まつかぜ子育てひろば,949-3102,上越市大潟区九戸浜374甲
新潟県,はまっこ子育てひろば,949-3112,上越市大潟区土底浜1889-1
新潟県,柿崎子育てひろば,949-3216,上越市柿崎区柿崎5866-1
新潟県,よしかわ子育てひろば,949-3445,上越市吉川区原之町1819-1
新潟県,"北条保育園
あそびのお部屋「こあら」",949-3732,柏崎市北条2910
新潟県,"にしやま保育園
らっこルーム",949-4135,柏崎市西山町坂田231-2
新潟県,子育ての駅わしま,949-4511,長岡市小島谷3434-4
新潟県,子育ての駅おぐに,949-5216,長岡市小国町相野原139-1
新潟県,子育ての駅こしじ,949-5406,長岡市浦4800
新潟県,"湯沢町
子育て支援センター",949-6102,湯沢町大字神立1580番地
新潟県,南魚沼市塩沢ほのぼの広場,949-6408,南魚沼市塩沢1370-1(南魚沼市役所塩沢庁舎内)
新潟県,"塩沢金城わかば
子育て支援センター",949-6408,南魚沼市塩沢1393-1
新潟県,わかば子育て支援センター,949-6408,南魚沼市塩沢605-2
新潟県,たんぽぽひろば,949-6611,南魚沼市坂戸347-9
新潟県,野の百合ひろば,949-6680,南魚沼市六日町1225-1
新潟県,南魚沼市子育て支援センター子育ての駅ほのぼの,949-6681,南魚沼市余川3079ｲｵﾝ六日町店専門店館1階
